lisa_variable,lisa_label,lisa_cluster,count,percentage,indicator,indicator_name,dimension,dimension_name,direction,unit,local_weight,weight,raw_mean,normalized_mean,shortboard_strength
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LL 低值集聚,4479,14.850795755968168,forest_ratio,D3.2 林地覆盖率,D3,D3 生态状态,positive,比例(0-1),0.8359196240251567,0.2089799060062891,0.1867961599131816,0.1867961599131816,0.679773048261187
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LL 低值集聚,4479,14.850795755968168,npp,D3.3 净初级生产力,D3,D3 生态状态,positive,kgC/m2,0.1003258082615044,0.0250814520653761,0.42241044420699875,0.4715532039737117,0.05301685193453973
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LL 低值集聚,4479,14.850795755968168,slope,D4.1 地形坡度,D4,D4 环境约束,negative,度,0.2482879503227113,0.0620719875806778,3.9573525871119215,0.6522410544837147,0.08634435578862591
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LL 低值集聚,4479,14.850795755968168,climate_water_stress,D4.2 气候水分亏缺,D4,D4 环境约束,negative,mm,0.2904988745765502,0.0726247186441375,136.0249670761496,0.7961407979667858,0.05922086876272229
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LL 低值集聚,4479,14.850795755968168,cold_stress,D4.3 低温冷胁迫,D4,D4 环境约束,negative,℃·月,0.4612131751007384,0.1153032937751846,149.98843444216115,0.3402086620659493,0.3043044578725278
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,pop_density,D1.1 人口密度,D1,D1 人类活动,positive,人/km2,0.4433821447143179,0.1108455361785794,1.0654930101201423,0.0018794218597489565,0.4425488426193194
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,nightlight,D1.2 夜间灯光强度,D1,D1 人类活动,positive,nW/cm2/sr,0.1170714006953689,0.0292678501738422,0.5589092333679614,0.22535470342949446,0.09068880991158852
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,cropland_ratio,D1.3 耕地/农田比例,D1,D1 人类活动,positive,比例(0-1),0.4395464545903131,0.1098866136475782,0.002766304288018981,0.002766304288018981,0.4383305353481964
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,dist_port,D2.1 距边境口岸距离,D2,D2 通达性,negative,km,0.3208624504718436,0.0802156126179609,528.4659649600677,0.6488254955198418,0.11267871205073897
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,dist_city,D2.2 距最近城市/城镇节点距离,D2,D2 通达性,negative,km,0.3930416506974807,0.0982604126743701,323.71762581467954,0.4902700541432733,0.20034509932946534
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,dist_major_road,D2.3 距主要道路距离,D2,D2 通达性,negative,km,0.2860958988306757,0.0715239747076689,230.70863281116175,0.5835328009248848,0.11914955765288904
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,ndvi,D3.1 NDVI,D3,D3 生态状态,positive,无量纲,0.0637545677133387,0.0159386419283346,0.7139554766857106,0.7327758708881791,0.01703675883409755
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,forest_ratio,D3.2 林地覆盖率,D3,D3 生态状态,positive,比例(0-1),0.8359196240251567,0.2089799060062891,0.25770652139984557,0.25770652139984557,0.6204976855477669
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,npp,D3.3 净初级生产力,D3,D3 生态状态,positive,kgC/m2,0.1003258082615044,0.0250814520653761,0.40648014982757363,0.44473899852015647,0.0557070087695577
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,slope,D4.1 地形坡度,D4,D4 环境约束,negative,度,0.2482879503227113,0.0620719875806778,4.409798601269722,0.6110613806694556,0.09656877259492613
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,climate_water_stress,D4.2 气候水分亏缺,D4,D4 环境约束,negative,mm,0.2904988745765502,0.0726247186441375,98.15115114518026,0.8529018916071756,0.0427318349404549
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,HL 高值-低邻,460,1.5251989389920424,cold_stress,D4.3 低温冷胁迫,D4,D4 环境约束,negative,℃·月,0.4612131751007384,0.1153032937751846,150.34860926089078,0.33815125591005646,0.30525336069815895
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,pop_density,D1.1 人口密度,D1,D1 人类活动,positive,人/km2,0.4433821447143179,0.1108455361785794,35.01803464281926,0.024059052822997463,0.4327147902738622
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,nightlight,D1.2 夜间灯光强度,D1,D1 人类活动,positive,nW/cm2/sr,0.1170714006953689,0.0292678501738422,0.6973816390448021,0.2307841656903721,0.09005317515968493
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,cropland_ratio,D1.3 耕地/农田比例,D1,D1 人类活动,positive,比例(0-1),0.4395464545903131,0.1098866136475782,0.05904481145179883,0.05904481145179883,0.4135935170547214
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,dist_port,D2.1 距边境口岸距离,D2,D2 通达性,negative,km,0.3208624504718436,0.0802156126179609,307.81274790784573,0.8012247348226448,0.06377951867799671
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,dist_city,D2.2 距最近城市/城镇节点距离,D2,D2 通达性,negative,km,0.3930416506974807,0.0982604126743701,134.0645991269097,0.7965249057586702,0.07997418691643772
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,dist_major_road,D2.3 距主要道路距离,D2,D2 通达性,negative,km,0.2860958988306757,0.0715239747076689,97.30599622568792,0.8247773623421365,0.05013047801620826
lisa_change_rate_2010_2024_cluster,2010-2024变化率LISA,LH 低值-高邻,424,1.4058355437665782,ndvi,D3.1 NDVI,D3,D3 生态状态,positive,无量纲,0.0637545677133387,0.0159386419283346,0.7340635599673919,0.7670560844410919,0.014851238637910663
