year,mean,std,min,max,cv
2010,0.41862504994198596,0.10704799988257065,0.19345967672864833,0.7101528916535449,0.2557133164807161
2015,0.42424974254310427,0.10969245795849288,0.1944994641745912,0.7139320514176781,0.2585563335901094
2020,0.4260284136946797,0.109720815695378,0.17625865087016154,0.7149461790352443,0.25754342238311656
2024,0.42487265739486263,0.11116228884466904,0.20347727423651876,0.7158953340105528,0.2616367208148169
